ground_truth,name,classification,confidence,correct
611001,"agriculteur d’anacarde  semer,nettoyer, récolter et vendre",611001,0.5,True
611001,"agriculteur d’anacarde  semer,nettoyer,récolter et vendre",611001,0.5,True
611001,"agriculteur d’anacarde  semer, nettoyer, récolter et vendre",611001,0.5,True
611001,"agriculteur d’anacarde  semer, nettoyer, récolter et vendre",611001,0.5,True
611001,agriculteur d’anacarde  ramassage d’anacarde,611001,0.5,True
611001,agriculteur d’anacarde  ramassage d’anacarde,611001,0.5,True
611001,"agriculteur d’anacarde  semer,nettoyer, récolter et vendre",611001,0.5,True
611001,"agriculteur d’anacarde  semer, nettoyer, récolter et vendre",611001,0.5,True
611001,"agriculteur d’anacarde  semer ,nettoyer, récolter et vendre",611001,0.5,True
611001,agriculteur d’anacarde  ramassage des grins d’anacarde,611001,0.5,True
611001,agriculteur d’anacardes  nettoyer semer et recolter,613001,0.5,False
611001,agriculteur d’anacardes  nettoyer semer et recolter,613001,0.5,False
611001,agriculteur d’anacardes  nettoyer semer et recolter,613001,0.5,False
611001,agriculteur d’anacardes  nettoyer semer et recolter,613001,0.5,False
611001,agriculteur d’anacardes  nettoyer semer et recolter,613001,0.5,False
611001,agriculteur d’anacardes  nettoyer semer et recolter,613001,0.5,False
611001,agriculteur d’anacardes  nettoyer semer et recolter,613001,0.5,False
611001,agriculteur d’anacardes  nettoyer semer et recolter,613001,0.5,False
611001,agriculteur d’anacardes  nettoyer semer et recolter,613001,0.5,False
611001,agriculteur d’anacardes  nettoyer semer et recolter,613001,0.5,False
611001,agriculteur d’anacardes  nettoyer semer et recolter,613001,0.5,False
611001,agriculteur d’anarcade  cultiver et vendre de l’anacarde,611001,0.5,True
613001,"agriculteur d’arachide  semer, nettoyer, récolter et vendre",611001,0.5,False
611001,agriculteur d’hévéa  entretenir la plantation récolter la production et faire le vente,613001,0.5,False
613001,"agriculteur d’igname  semer, nettoyer,récolter",611001,0.5,False
613001,"agriculteur d’igname  semer,nettoyer, récolter",611001,0.5,False
613001,"agriculteur d’ignames  nettoyer,  faire les buttes,  semer, recolter",611001,0.5,False
611001,agriculteur d'anacard  desherbage de la parcelle y planter les pepinieres et faire le suivi,611001,0.5,True
611001,agriculteur d'anacarde  cultiver et recolte,611001,0.5,True
611001,agriculteur d'anacarde  cultivateur,613001,0.5,False
611001,agriculteur d'anacarde  culture d'anacarde,611001,0.5,True
611001,agriculteur d'anacarde  nettoyer et cultiver,611001,0.5,True
613001,"agriculteur d'anacarde,maïs,riz et manioc  cultiver l'anacarde,maïs,riz et manioc",611001,0.5,False
613001,"agriculteur d'anacarde,maïs,riz et manioc  cultiver l'anacarde,maïs,riz et manioc",611001,0.5,False
613001,agriculteur d'arachide  cultive et recolter,613001,0.5,True
613001,agriculteur d'arachide  entretenir le champ,613001,0.5,True
613001,agriculteur d'arachide  deblayer le champs,613001,0.5,True
613001,agriculteur d'arachide  cultiver et recolter,613001,0.5,True
613001,agriculteur d'arachide  produire l'arachides,611001,0.5,False
613001,agriculteur d'arachides  recolter et vendre l'arachides,611001,0.5,False
613001,"agriculteur d'arachides  recolter , transporter, et vendre l'aracchides",611001,1.0,False
613001,agriculteur d'arrachide  cultive et recolte,611001,0.5,False
613001,agriculteur d'arrachide  aller nettoyer planter et recolter,611001,0.5,False
611001,agriculteur de anacard  aller au champ  pour recolter  les noix de anacard,613001,0.5,False
611001,agriculteur de anacard  aller  au champ pour recolter  des noix  de anacard,611001,0.5,True
611001,"agriculteur de anacarde  semer, netoyage, ramassage",611001,0.5,True
611001,"agriculteur de anacarde  semer, netoyage, ramassage, vente",611001,0.5,True
611001,"agriculteur de anacarde  semer, nettoyage, ramassage",611001,0.5,True
611001,"agriculteur de anacarde  semer, netoyage, ramassage",611001,0.5,True
611001,agriculteur de anacarde  vendre de an acarde,613001,0.5,False
611001,agriculteur de anacarde  vendre de anacarde,613001,0.5,False
611001,agriculteur de anacarde  vendre anacarde,613001,0.5,False
611001,agriculteur de anacarde  vendre de anacarde,613001,0.5,False
611001,agriculteur de anacarde  vendre de anacarde,613001,0.5,False
611001,"agriculteur de anacarde  semer, netoyer, ramasser",611001,0.5,True
611001,"agriculteur de anacarde  semer, netoyer, ramasser",611001,0.5,True
611001,agriculteur de anacarde  agriculteur de anacarde,611006,0.5,False
611001,agriculteur de anarcade  nettoyer et entretenir,611001,0.5,True
613001,agriculteur de arachides  semer et entretenir le champ,613001,0.5,True
613001,"agriculteur de bambou  planter, recolter et vendre",611001,0.5,False
613001,agriculteur de banane  entretien et suivi du champ,613001,1.0,True
613001,agriculteur de banane  entretien et suivi du champ,613001,1.0,True
611001,agriculteur de cacao  planter recolter et vendre,611001,0.5,True
611001,agriculteur de cacao  entretenir recolter et vendre,611001,0.5,True
611001,agriculteur de cacao  il cultive et il vend le cacao,611001,0.5,True
611001,"agriculteur de cacao  deserber, bruler, planter, entretenir, recolter, cabosser, secher, vendre",611001,0.5,True
611001,agriculteur de cacao  nettoyer la plantation,611001,1.0,True
611001,"agriculteur de cacao  planter, débroussailler, récolter, sécher,  et vendre",611001,1.0,True
611001,agriculteur de cacao  planter balayer et cabosser,611001,0.5,True
611001,agriculteur de cacao  planter balayer et cabosser,611001,0.5,True
611001,agriculteur de cacao  entretien,611001,0.5,True
611001,agriculteur de cacao  balayer entretenir le champ faire la cueillette ramasser cabosser et secher,611001,0.5,True
611001,agriculteur de cacao  balayer entretenir le champ faire la cueillette ramasser cabosser et secher,611001,0.5,True
611001,agriculteur de cacao  planter puis entretenir le champ de cacao,611001,1.0,True
611001,"agriculteur de cacao  nettoyer, cabosser et sécher le cacao",611001,0.5,True
611001,agriculteur de cacao  balayer entretenir le champ faire la cueillette ramasser cabosser et secher,611001,0.5,True
611001,agriculteur de cacao  nettoyer entretenir le champ faire la cueillette ramasser cabosser et secher.,611001,0.5,True
611001,agriculteur de cacao  balayer entretenir le champ faire la cueillette ramasser cabosser et secher,611001,0.5,True
611001,agriculteur de cacao  entretenir et cultiver du cacao,611001,0.5,True
611001,agriculteur de cacao  entretenir le champ,611001,0.5,True
611001,agriculteur de cacao  produits et vendre le cacao,611001,0.5,True
611001,agriculteur de cacao  je cultive,611001,0.5,True
611001,agriculteur de cacao  je cultive,611001,0.5,True
611001,agriculteur de cacao  je cultive,611001,0.5,True
611001,agriculteur de cacao  balayer entretenir le champ faire la cueillette ramasser cabosser et secher,611001,0.5,True
611001,agriculteur de cacao  balayer entretenir le champ faire la cueillette ramasser cabosser et secher,611001,0.5,True
611001,agriculteur de cacao  culture de cacao,611001,0.5,True
611001,"agriculteur de cacao  netoyer les mauvaises herbes, cueillir cacao",611001,0.5,True
611001,agriculteur de cacao  agriculture cacao,611001,0.5,True
611001,agriculteur de cacao  planter puis entretenir le champ de cacao,611001,1.0,True
611001,agriculteur de cacao  entretien et suivi du champ,611001,0.5,True
611001,agriculteur de cacao  entretien et suivi du champ,611001,0.5,True
611001,agriculteur de cacao  entretien et suivi du champ,611001,0.5,True
611001,agriculteur de cacao  cultive et vend le cacao,611001,0.5,True
611001,agriculteur de cacao  cultiver et vente de cacao,611001,0.5,True
611001,agriculteur de cacao  production et vente de cacao,611001,0.5,True
611001,agriculteur de cacao  entretient,611001,0.5,True
611001,agriculteur de cacao  nettoyer les mauvais herbes,611001,0.5,True
611001,agriculteur de cacao  nettoyer les mauvais herbes dans le champs,611001,0.5,True
611001,agriculteur de cacao  entretenir le champ de cacao fait la recolte et revendre,611001,0.5,True
611001,agriculteur de cacao  planter balayer et cabosser,611001,0.5,True
611001,agriculteur de cacao  planter balayer et cabosser,611001,0.5,True
611001,agriculteur de cacao  entretien et suivi du champ,611001,0.5,True
611001,agriculteur de cacao  entretien du champ,611001,0.5,True
611001,"agriculteur de cacao  couper la foret, bruler, planter, entretenir, recolter, cabosser, secher, vendre",611001,0.5,True
611001,agriculteur de cacao  cueillir les cabosses de cacao et extraire les fèves puis les secher pour ensuite les vendre,611001,0.5,True
611001,agriculteur de cacao  cueillir les cabosses de cacao et extraire les fèves puis les secher pour ensuite les vendre,611001,0.5,True
611001,"agriculteur de cacao  cueillir, cabosser, secher, vendre",611001,1.0,True
611001,agriculteur de cacao  cueillir les cabosses de cacao et extraire les fèves puis les secher pour ensuite les vendre,611001,0.5,True
611001,agriculteur de cacao  ramassage de feve de cacao,611001,0.5,True
611001,agriculteur de cacao  nettoyage du sol,611001,0.5,True
611001,agriculteur de cacao  vente de cacao,611001,1.0,True
611001,agriculteur de cacao  nettoyage du sol et planter,611001,0.5,True
611001,agriculteur de cacao  nettoyer la plantation de cacao,611001,1.0,True
611001,agriculteur de cacao  entretenir le champ,611001,0.5,True
611001,agriculteur de cacao cafe  cultive et vend le cacao cafe,611001,0.5,True
611001,agriculteur de cacao et anacarde  entretenir le champ,611001,1.0,True
613001,agriculteur de cacao hévéa igname.  superviser les travaux des plantations la récolte de la production,611001,0.5,False
613001,"agriculteur de céréales  semer, nettoyer et recolter les céréales",613001,0.5,True
613001,"agriculteur de cereales, coton et riz  nettoyer, semer, recolter les produits agricoles",611001,1.0,False
613001,agriculteur de coton  cultiver et vendre du coton,611001,0.5,False
613001,agriculteur de coton  seme et recolter,611001,0.5,False
613001,"agriculteur de coton, anacarde et mais  nettoyer les champs, amenager la surface a cultiver, cultiver, pulveriser et recolter",613001,0.5,True
613001,agriculteur de culture vivrieres  planter desherber entretenir et recoter,611006,0.5,False
613001,"agriculteur de gombo  semer, nettoyage, récolter",611006,0.5,False
611001,agriculteur de hevea  heveaculture,611001,0.5,True
613001,agriculteur de igname  entretien et suivi du champ,613001,0.5,True
613001,agriculteur de igname  entretien et suivi du champ,613001,0.5,True
613001,agriculteur de igname et banane  entretien et suivi du champ,613001,1.0,True
611001,agriculteur de l anacarde  entretenir le champs,611001,0.5,True
613001,agriculteur de l igname  cultiver et vendre de l igname,613001,0.5,True
611001,"agriculteur de l’anacarde  semer, recolter, secher et vendre l’anacarde",611001,0.5,True
613001,"agriculteur de l’igname  faire les buttes d’igname, semer, recolter et vendre les igname",613001,0.5,True
611001,agriculteur de l'anacarde  cutliver nettoyer le champ,611001,0.5,True
613001,agriculteur de l'igname  netoyer et entretenir le champ,613001,0.5,True
613001,"agriculteur de maï ,riz, anacard  recolte  des amande  d’anacard",611001,0.5,False
613001,"agriculteur de mais  semer, nettoyer, récolter",613001,0.5,True
613001,"agriculteur de mais  nettoyer, desinfecter, entretenir, recolter et vendre",613001,1.0,True
613001,agriculteur de mais  entretenir le champs,613001,0.5,True
613001,agriculteur de maïs  aller faire le nettoyage et attendre la recolte,921001,0.5,False
613001,"agriculteur de maïs  saimer, nettoyer, recolter",613001,0.5,True
613001,"agriculteur de maïs  aller au champ, faire le nettoyage, semer, recolter et vendre quand c'est beaucoup",613001,0.5,True
613001,"agriculteur de maïs  aller au champ, faire le nettoyage, semer, recolter et vendre quand c'est beaucoup",613001,0.5,True
613001,agriculteur de maïs  nettoyager semer recolter,613001,0.5,True
613001,agriculteur de maïs  cutiver le maïs,613001,0.5,True
613001,agriculteur de maïs  cultiver le maïs,613001,0.5,True
613001,"agriculteur de mais et arachide  nettoyer, semer, desherber et recolter",613001,0.5,True
613001,"agriculteur de mais et arachide  nettoyer, semer et recolter le mais, le riz et l'arachide",611001,0.5,False
613001,agriculteur de maïs et d'igname  cultivateur de maïs et d'igname,613001,0.5,True
613001,"agriculteur de mais et riz  nettoyer le champ, desherber, semer et recolter",613001,0.5,True
613001,"agriculteur de mais, anacarde, coton et arachide  nettoyer, desherber, semer et cultiver",611001,0.5,False
613001,"agriculteur de mais, arachide  nettoyer, desherber, semer et recolter",613001,0.5,True
613001,"agriculteur de mais, arachide  recolter, transporter et vendre l'arachides",611001,1.0,False
613001,"agriculteur de mais, arachide  nettoyer, cultiver, recolter",611001,0.5,False
613001,"agriculteur de mais, arachide et riz  nettoyer, desherber, semer et recolter",611001,0.5,False
613001,"agriculteur de mais, arachide et riz  nettoyer, semer et recolter",611001,1.0,False
613001,"agriculteur de mais, arachide, riz  nettoyer, desherber, semer et recolter",611001,1.0,False
613001,"agriculteur de mais, arachides  produire du mais, arachides",611001,0.5,False
613001,"agriculteur de mais, riz et arachide  nettoyer les champs, desherber, cultiver, recolter",611001,0.5,False
613001,"agriculteur de maïs, riz et coton  cultiver le maïs, le riz et le coton",611001,1.0,False
613001,agriculteur de mais; riz et le mil  cultiver et entretenir,611001,0.5,False
613001,"agriculteur de manioc  nettoyage, entretien et recolte",611001,0.5,False
613001,agriculteur de manioc  entretient et recolte,611001,0.5,False
613001,agriculteur de manioc et d'arachide  entretien et suivie de plantation,611001,0.5,False
613001,"agriculteur de manioc et d'igname  cultiver , planter et recolter les production",611001,0.5,False
613001,agriculteur de mil  nettoyer semer et recolter,613001,0.5,True
613001,agriculteur de mil  nettoyer semer et recolter,613001,0.5,True
611001,agriculteur de palmier a huile  recolter et nettoyer,611001,1.0,True
611001,agriculteur de palmier a huile  recolter et nettoyer,611001,1.0,True
611001,"agriculteur de palmier à huile  planter, récolter et vendre les graine",611001,0.5,True
611001,"agriculteur de palmier à huile, cacao et hévéa  agriculteur de palmier à huile, cacao et hévéa",611001,0.5,True
611001,"agriculteur de palmier et l'hévéa  planter, récolter et vendre",611001,0.5,True
613001,agriculteur de piments et aubergines  semences et entretien du champs,613001,0.5,True
613001,agriculteur de piments et gombos  cultiver  entretenir le champ et récolter les produits,611006,0.5,False
613001,agriculteur de riz  agriculture,613001,0.5,True
613001,"agriculteur de riz  nettoyer le champ, desherber, semer et recolter",613001,0.5,True
613001,agriculteur de riz  cultive et recolte,613001,0.5,True
613001,agriculteur de riz  semer le riz,613001,1.0,True
613001,"agriculteur de riz  nettoyer, cultiver et vendre",613001,1.0,True
613001,agriculteur de riz  agriculture,613001,0.5,True
613001,"agriculteur de riz  nettoyer,semer, récolter",613001,0.5,True
613001,"agriculteur de riz  preparation du sol, selection des semences, entretien de la riziere, surveillance,  recolte",613001,1.0,True
613001,agriculteur de riz mais haricot  culture et vente de riz,613001,0.5,True
613001,"agriculteur de riz,  nettoyer, cultiver et vendre",613001,1.0,True
613001,"agriculteur de riz, mais  cultiver le mais",611001,0.5,False
613001,"agriculteur de riz, mais, arachides  cultiver le mais",611001,0.5,False
613001,agriculteur de tomate  nettoyer semer entretenir et recolter,611006,1.0,False
613001,agriculteur de vivrier  cultiver du vivrier,611006,0.5,False
613001,agriculteur de vivrier  cultiver,611001,0.5,False
613001,"agriculteur de vivriers  nettoyage, semer et recolte",611001,0.5,False
611001,agriculteur d'hévéa  planter et récolter hévéa,611006,0.5,False
613001,agriculteur d'igname  planter et recolter,611006,0.5,False
613001,agriculteur d'igname  desherbage de la parcelle faire les buttes et y mettre les tubercules,611001,0.5,False
613001,"agriculteur d'igname  préparer la parcelle , faire les buttes,  faire le planting, entretenir, déterrer et faire la vente",613001,0.5,True
613001,agriculteur d'igname  cultiver l'igname,613001,0.5,True
613001,agriculteur d'igname  defricher la parcelle faire les butes planter les boutures,613001,0.5,True
613001,agriculteur d'igname  cultiver l'igname,613001,0.5,True
611001,agriculteur du cacao  recolte du feve de cacao,611001,0.5,True
611001,agriculteur du cacao  entretien et recolte vente du feve de cacao,611001,0.5,True
611001,agriculteur du cacao  entretien du champs et recolte vente du feve de cacao,611001,0.5,True
611001,agriculteur heveaculture  heveaculture,611001,0.5,True
613001,agriculteur igname  nettoyer et mettre les boutures d’igname,613001,0.5,True
613001,agriculteurs  entretenir la plantation,611001,1.0,False
613001,agriculteurs  entretenir la plantation,611001,1.0,False
613001,agriculteurs  igname,613001,1.0,True
613001,agriculteurs  igname,613001,1.0,True
613001,agriculteurs  igname,613001,1.0,True
613001,agriculteurs  igname,613001,1.0,True
613001,agriculteurs  igname,613001,1.0,True
613001,agriculteurs  igname,613001,1.0,True
613001,agriculteurs  igname,613001,1.0,True
613001,agriculteurs  igname,613001,1.0,True
613001,agriculteurs  igname et manioc,611001,0.5,False
613001,agriculteurs  igname et manioc,611001,0.5,False
613001,agriculteurs de igname  igname,611001,0.5,False
613001,agriculteurs de manioc  ##n/a##,613001,0.5,True
613001,agricultice de vivrier  cultiver le vivrier,613001,0.5,True
613001,agricultrice  cultiver et vendre du vivrier,611006,0.5,False
613001,agricultrice  nettoyer cultiver l arachiche et gombo,613001,0.5,True
613001,agricultrice  entretien et recolter,613001,0.5,True
613001,agricultrice  entretien et service repas,613001,0.5,True
613001,agricultrice  entretien et service repas,613001,0.5,True
613001,agricultrice  faire de l arachide,611001,0.5,False
611001,agricultrice  agriculteur d anacardes et vente,611001,0.5,True
613001,agricultrice  supervision,613001,1.0,True
613001,agricultrice  d’arachides  je cultive,611001,0.5,False
613001,agricultrice  de gombo  je cultive,611006,0.5,False
613001,agricultrice cacao banane  cultiver,611001,0.5,False
613001,agricultrice d hevea  vendre la seve,613001,0.5,True
613001,agricultrice d igname  planter recolter et vendre,613001,0.5,True
611001,agricultrice d’anacarde  ramassage d’anacarde,611001,0.5,True
613001,agricultrice d’arachide  planter et recolter l’arachide,611001,0.5,False
613001,agricultrice d’arachides  je cultive,611001,0.5,False
613001,agricultrice d’igname et manioc  nettoyer la parcelle et y mettre les boutures d’igname et de manioc,613001,0.5,True
611001,agricultrice d'anacarde  culture d'anacarde,611001,0.5,True
613001,agricultrice d'arachide  entretien et service repas,613001,0.5,True
613001,agricultrice d'arachide  entretien et service repas,613001,0.5,True
613001,agricultrice d'arachide  entretien et nettoyage,613001,0.5,True
613001,agricultrice d'arachide  cultiver de l'arachide,611001,0.5,False
613001,agricultrice d'arachide  entretien et service repas,613001,0.5,True
613001,agricultrice d'arachide  desherber dans champ d'arachide,613001,0.5,True
611001,agricultrice de  anacard  aller au champ  pour  recolter  les noix  de anacard,613001,0.5,False
611001,agricultrice de anarcade  entretenir et recolter,611001,1.0,True
611001,agricultrice de anarcade  entretenir et recolter,611001,1.0,True
611001,agricultrice de anarcade  nettoyer et ramasser,611001,0.5,True
613098,"agricultrice de bambou  planter, recolter et vendre",611001,0.5,False
611001,agricultrice de cacao  nettoyer les mauvais herbes,611001,0.5,True
611001,agricultrice de cacao  planter puis entretenir le champ de cacao,611001,1.0,True
611001,agricultrice de cacao  cueillir les cabosses de cacao et extraire les fèves puis les secher pour ensuite les vendre,611001,0.5,True
611001,agricultrice de cacao  cueillir les cabosses de cacao et extraire les fèves puis les secher pour ensuite les vendre,611001,0.5,True
611001,agricultrice de cacao banane manioc  je cultive,611001,0.5,True
613001,"agricultrice de cereales  semer ,nettoyer et recolter",611001,0.5,False
613001,"agricultrice de céréales  semer , nettoyer et récolter les céréales",613001,0.5,True
613001,"agricultrice de céréales  semer , nettoyer et récolter les céréales",613001,0.5,True
613001,"agricultrice de cultures maraîchères  planter, entretien, récolte et vente",611001,0.5,False
613001,agricultrice de gombo  nettoyer semer entretenir et recolter,611006,0.5,False
613001,agricultrice de gombo  je cultive,611006,0.5,False
613001,agricultrice de gombo  nettoyer semer entretenir et recolter,611006,0.5,False
613001,agricultrice de l’igname  semer et recolter l’igname,613001,0.5,True
613001,"agricultrice de légumes  semer du piment, de l’aubergine, recolter et vendre",611006,0.5,False
613001,agricultrice de légumes  semer du piment et l’aubergine,611006,0.5,False
613001,"agricultrice de légumes  semer l’aubergine et le piment, recolter et vendre",611006,0.5,False
613001,"agricultrice de légumes  semer l’aubergine et le piment, entretenir, recolter",611006,0.5,False
613001,"agricultrice de légumes  semer le gombo et aubergine, recolter et vendre",611006,0.5,False
613001,agricultrice de légumes  planter et vendre les légumes,611006,0.5,False
613001,"agricultrice de maïs  aller au champ, faire le nettoyage, semer, recolter et vendre quand c'est beaucoup",613001,0.5,True
613001,agricultrice de manioc  nettoyer planter entretenir et recolter,611001,0.5,False
613001,agricultrice de manioc  recolter le manioc pour la vente,611001,0.5,False
613001,agricultrice de manioc  semer les boutures de manioc,613001,0.5,True
613001,agricultrice de manioc  planter et recolter le manioc,611001,0.5,False
613001,agricultrice de riz  srmer le riz dans le bafond pour la production commerciale,613001,0.5,True
613001,agricultrice d'igname  cultiver l'igname,613001,0.5,True
613001,agricultrice d'igname  cultiver l'igname,613001,0.5,True
613001,agricultrice d'oignon  nettoyage et recolter quand c'est le moment,611006,0.5,False
613001,agriculture  nettoyage et recolte,613001,0.5,True
613001,agriculture anarcade  cultive et vente de anarcade,611006,0.5,False
613001,"agriculture d anacarde,cacao,banane plantin,manioc  recolter d anacarde et cacao",611001,1.0,False
613001,"agriculture d anacarde,cacao,banane plantin,manioc  recolte de cacao et anacarde",611001,1.0,False
611001,agriculture d'anacarde  aide au champ a nettoyer et faire les ceuillette,613001,0.5,False
611001,agriculture d'anacarde palmier igname et manioc  cultiver  nettoyer  entretenir les champs,611001,0.5,True
613001,"agriculture d'anacarde,maïs,riz et manioc  cultiver l'anacarde,maïs,riz et manioc",611001,0.5,False
611001,"agriculture de anacarde  semer, netoyer, ramasser",611001,0.5,True
613001,agriculture de banane manioc igname  cultiver les champs et recolter la production,613001,1.0,True
611001,"agriculture de cacao  plantation, recolte et entretien",611001,1.0,True
611001,agriculture de cacao  il fait la culture de cacao et le  vend,611001,0.5,True
613001,"agriculture de maïs  aller au champ, faire le nettoyage, semer, recolter et vendre quand c'est beaucoup",611001,0.5,False
613001,"agriculture de maïs  aller au champ, faire le nettoyage, semer, recolter et vendre quand c'est beaucoup",611001,0.5,False
613001,"agriculture de maïs  aller au champ, faire le nettoyage, semer, recolter et vendre quand c'est beaucoup",611001,0.5,False
611001,agriculture de palmier et anacarde  faire les butes planter les grains nettoyer les champs  récolter la production,611001,0.5,True
613001,agriculture de vivrier  agriculture de vivres,613001,0.5,True
613001,agriculture d'igname  cultiver l'igname,613001,0.5,True
613001,"agriculture d'oignon  nettoyage, recolte, faire le tri, vente",611001,0.5,False
611001,agriculture hevea  cultive et vente de hevea,611001,0.5,True
611001,agriculture heveaculture  saigner hevea,611001,0.5,True
613001,agriculture igname  cultiver planter entretenir,611006,0.5,False
611001,agricultureur d anacarde et arrachide  cultiver l anacarde et l arrachide,611001,0.5,True
611001,aide agricole  aide son conjoint dans les activites agricoles,921001,1.0,False
613001,aide agriculteur  culture de riz mais arrachide anacardes...,613001,0.5,True
611001,aide agriculteur de cacao  entretenir le champ,611001,0.5,True
611001,"aide agriculteur de cacao  nettoyer, recolter, cabosser, secher",611001,1.0,True
611001,aide agriculteur de cacao  cabosser et secher le cacao,611001,0.5,True
611001,aide agriculteur de cacao  entretenir le champ,611001,0.5,True
921001,aide agricultrice  service repas,613001,1.0,False
